Sentences,غصہ,نفرت,خوف,اداسی,حیرت,خوشی
اسلام علیکم مجھے خوشی کی آپ کے اپنے بھائی کے ساتھ راضی نامہ ہوگی کیونکہ آپ ان کو بہت مس کر رہے تھے,0,0,0,0,0,1
عزت تو اب بس نفرت میں ہی رکھی ھے محبت میں تو لوگ کپڑے اتار دیتے ھیں,0,0,0,1,0,0
مرشد ہمارے ساتھ اداسی تھی ہمسفر مرشد اسی کو دیکھ کے شاید وہ ڈر گئے,0,0,0,1,0,0
آج سلیم لفافی وزیر اعظم پر بھونکا نہیں حیرت ہے,1,1,0,0,1,0
ہمارے اوپر تو ہمیشہ دکھ کی سیاہ چادر رہتی ہے خوشی تو ایک روشنی کی طرح آتی ہے اور پھر وہی دکھ اپ,0,0,1,1,0,0
یقین جانئے مجھے آپ سے بھی زیادہ نفرت ہے,1,1,0,0,0,0
جب قاتل نہیں تو ڈر کس بات کا,0,0,0,0,0,0
حیرت ہے اتنے عرصے حکومت میں رہنے کے باوجود آپکو یہ بھی نہیں پتہ کا آپ تیل کہاں سے خریدتے ہیں,1,0,0,0,1,0
امریکی سفارت خانہ ساجدہ کو ویزا دینے میں ٹال مٹول سے کام لے رہا تھا ساجدہ نے غصہ میں آکر ڈونلڈ ٹرمپ کو ٹیلی فون کر,1,1,0,0,0,0
جھوٹ میرے سامنے کئ مثالیں موجود ہیں طلاق یافتہ خواتین سے نکاح کی آپ مردوں سے نفرت کے اظہار,1,1,0,0,0,0
قربت بھی نہیں دل سے اتر بھی نہیں جاتا وہ شخص کوئی فیصلہ کر بھی نہیں جاتا ہم دوہری اذیت کے گرفتار مسافر پا,0,0,0,1,0,0
کسی نے صحیح کہا تھا کہ لوگ مولویوں کو برا کہے گے گے کیونکہ وہ دین سے نفرت کرتے ہے دین پر ڈائریکٹ اٹیک نہیں کرسکت,0,1,0,1,1,0
 رمضان ہے خوشی    👍 💬 📲,0,0,0,0,0,1
ماں سارا دن لائن میں کھڑے ہو کر روپے لیکر گھر گئی اور اپنے بیٹے کو خوشی سے روپے دیئے تو بیٹا نے موب,1,0,0,1,1,0
وہ خود پر غرور کرتا ھے تو اس میں حیرت کیا دوست جس کو ھم چاہیں وہ عام ھو ھی نہیں سکتا 😊😊😥😥🤔🤔🤔,0,0,0,0,1,1
 نازک صف لوگ زندگی میں صرف محبتوں کی عادت نہیں ڈالتے نفرت مل جائے تو اس سے بھی لڑنا سیکھ جاتے ہیں,0,0,0,1,1,0
اہک اللہ ہی تو ہے جس سے ہم اپنی ساری جائيز اور ناجائيز باتيں بلا کسی خوف اور ڈر کے کر ليتے ہيں,0,0,0,0,0,1
بجلی اور روشنی کی رفتار کا اندازا لگایا جاسکتا ہے لیکن لوگوں کی مسکراہٹ کہ پیچھے کتنی نفرت چھپی ہے اس کا ان,0,1,0,0,1,0
لوگ آپ سے بھی بیزار ہیں ویسے حیرت ہے,0,0,0,0,1,0
اگر آپ  کو گھر آنے میں دیر ہوجاتی تو طرح طرح کے وساوس دل و دماغ کو گھیر لیتے اور آپ اپنے محبوب خاوند کی تلاش میں ا,0,0,0,0,0,1
ہمیں خدا سے محبت نہیں سکھای گئ ہوس بہشت کی دوزخ کا ڈر ابھارا گیا ,0,0,1,1,0,0
میں نے دُشمن کو بھی احساسِ محبت بخشا میرے اپنے مجھے نفرت کی سزا دیتے ہیں,0,0,0,1,0,0
ارسطو کی ایک نہائیت احمقانہ نفرت انگیز اور شر و تفرقہ پھیلانے والی گھٹیا پوسٹ ہے,1,1,0,0,0,0
ایک بزرگ نے حضرت علی سے پوچها کہ عبادت کرنے کیلیئے بہترین دن کون سا ھے حضرت علی نے کہا موت سے ایک دن پہلے اس ن,0,0,0,0,1,0
یہ تو سلیم ملک پر غصہ نکال رہے ہیں,0,0,0,0,1,0
حیرت ہے نا اپنے مقام پر گھمنڈ کرنے والے انسان کو یہ بھی نہیں معلوم کے اگلے پل اسکے ساتھ کیا ہوجاے بےبسی ملاحظہ کیجئے 😊😊,0,0,0,1,1,0
مذہب کارڈ پوری دنیا میں رائج الووقت ہے اور ڈر پھیلا کہ مخصوص طبقہءِ فکر اپنے مفادات پورے کرنے میں سر گرمِ عمل ہے,1,1,0,0,0,0
پے در پے مسلمانوں کے خلاف نفرت انگیز واقعات رونما ہونے پر امریکی میڈیا بھی چیخ اٹھا نیویارک ٹائمز نے لکھا کہ کورون,1,1,0,1,1,0
جو حرامی راجہ داہر کو ہیرو مان کر محمد بن قاسم کیخلاف بھونک رہے ہیں ہم آرائیوں نے انکا پیاز بند کر دینا ہے پیتل ب,1,1,0,0,0,1
نفرت انگیز زیریلی باتیں کرنے سے چندہ چور چینی چور آٹا چور ووٹ چور دھلے گا نہیں پیپلز پارٹی کی سیاست پر ک,1,1,0,0,0,0
ھاھاھاھا مجھے الحمداللہ اس کی بہت خوشی ہو رہی ہے کہ ن لیگ والوں کے پاس بولنے کو آور کچھ نہیں رہا اس,0,0,0,0,0,1
آپ نفرت سے دیکھ لیتے ہیں آپکی یہ بھی مہربانی ھے,0,0,0,1,1,0
سمجھ نہی آتی یہ سالے میڈیا والے کس خوشی میں بک بک کر رہے ہوتے ہیں جب ملک میں لاک ڈاون کی وجہ سے,1,1,0,1,1,0
خدا کی بند ی کیو ں تم ڈر رہی ہو خدا خو د بھی محبت کی طر ف ہے ازقلم ر ض ا,0,0,0,0,1,0
یہ ہنستا کھیلتا لڑکا کسی دن آہ بھر لے گا اور لکھا جائے گا,0,0,0,1,0,0
__ گھر میں ہمارا رمضان اس سال مختلف نظر آتا ہے لیکن یہ یکجہتی مہربانی اور فراخدلی کی روح ہے جو ہمیشہ ایک جیسے ر,0,0,0,0,0,1
ٹی وی پہ نیوز آرہی ہے کے چائنا نے کل سے اپنےریسٹورینٹ کے  میں سے بلی کتے چوہوں کو ہٹا دینے کا حکم جارہی,0,0,0,0,1,1
باواجی  بہت اچھے استاد ہیں انہیں فالو کریں ان شاءاللہ فالو بیک ضرور ملے گا انتہائی قابل عزت دوست اور مح,0,0,0,0,0,1
لوگ بے وجہ اداسی کا سبب پوچھیں گے,0,0,0,1,0,0
ہمارااقبال زمانے کے انداز بدلے گئے نیا راگ ہے ساز بدلے گئے ہُوا اس طرح فاش رازِ فرنگ کہ حیرت میں ہے شیشہ بازِ فر,0,0,0,1,1,0
بہن مریم حنا بٹ صاحبہ آپ لوگوں کے مسائل یہی ہیں کہ کبھی ترجمے سے پہلے مٹھائی کھا لی کبھی آدھی ب,0,0,0,0,1,0
سر پر ہو جس کے ہاتھ مائوں کا رهے جس پر سایہ ان دعائوں کا اس کو ڈر کیا وقت کے دجالوں کا آسرہ هو جس کو اللہ جل جلاله,1,1,0,0,0,0
جس تھوک کے حساب سے سولین اداروں پر چاٹوکار قابض ہو رہے ہیں ڈر لگتا ہے کہ کل مسجد کے امام بھی کوئی چاٹوکار نہ بن جائے,1,1,1,0,0,0
اور حیرت کی بات یہ کہ جن سے اپیلیں کررہے ہیں وہ کتنے پارسا ہیں,0,0,0,0,1,0
مجھے پاکستان کے صدر مملکت کی طرف سے اس طرح کے الفاظ کے چناو پر حیرت ہے ریپ جیسے گھناونے جرم کا اس طرح زکر,0,1,0,1,1,0
اللہ رب العزت رمضان میں ہرروز دس لاکھ بندوں کو جہنم سے آزاد فرماتا ہے اور جب رمضان کی انتیسویں رات ہوتی ہے تو مہی,0,0,0,0,0,1
رات میری بے چین آنکھوں میں چاند اُداسی گھول رہا تھا,0,0,0,1,0,0
شام کی زرد اداسی میں بٹھاؤں تجھ کو زندگی آ کبھی سینے سے لگاؤں تجھ کو,0,0,0,1,0,0
یہ ہم کونسی صدی میں زندہ ہیں جہاں آج بھی فرنگیوں کیطرح حکمران یا طاقتور طبقہ ظلم جاری رکھے ہوئے ہے اور ہر کوئی ڈر,1,0,0,0,1,0
وہ اداسی ہے کہ بس بات ملے رونے کو💟,0,0,0,1,0,0
محترمہ جناب صباء قمر جی انشاء اللہ تعالیٰ آپ کا یوٹیوب چینل دنیا بھر کی سیلیبریٹ کو پیچھے چھوڑ دے گا,0,0,0,0,0,1
وہ کیفِ ہجر میں اب غالباً شریک نہیں کئی دِنوں سے بہت بے مزہ اُداسی ھے,0,0,0,1,0,0
گورنر سندھ عمران اسماعیل حلیم عادل شیخ کو سندھ حکومت کے خلاف پروپیگنڈے پر شاباشی دیتے ہوٸے خوشی کااظہار ساتھ میں ای,0,1,0,1,0,0
دل کھو گیا ہو گیا کسی کا اب راستا مل گیا خوشی کا آنکھوں میں ہے خواب سا کسی کا اب راستا مل گیا خوشی کا,0,0,0,0,0,1
وسیم بھائی سے آپ لوگ جو جو سوال کررہے مجھے تقریبا سب کے جواب آتے پر اگر کمنٹ کرونگی تو آپ یہ نہ کہہ دو ہم نے ان سے,0,0,0,0,0,1
گھر میں جیسے ہی دروازے پر دستک ہوتی تو میں ڈر جاتی ہوں لگتا ہے جیسے کوئی اور لاش آئی ہو علی وزیر کی شاید ماں کا یہ,0,0,1,1,0,0
عمران خان نے بہت سے باہر ملکوں کے جیلوں میں پاکستانیوں کو رہا کرکے اپنے وطن لے آئے مگر اس بات کی خوشی وہی محسوس کرت,0,0,0,0,0,1
مدحِ شبیرؑ کی خوشبو تھی مرے چاروں طرف لفظ فطرس ؑ کی طرح اڑنے لگے چاروں طرف ہر طرف دیکھ کے شبیرؑ نے کھینچی تل,0,0,0,0,0,0
مرد کو تهوڑا مغرور تهوڑا بدمزاج ہونا چاہیے اسکی آنکھوں میں غصہ اور آواز میں رعب ہونا چاہیے جو دل ہتھیلی پر رکھ,0,0,0,0,0,0
جی یقینا میرا مطلب تھا ہم سب اپنوں کے لیے اپنی خوشی بیچ سکتے ہیں مگر کسی دولت سے خوشی خریدی نہیں جا سکتی ہے,0,0,0,1,0,0
آپ کی معصومیت پر حیرت ہوئی ہے جس سے ٹوئیٹ لکھوا رہے تھے اس نے گزشتہ سالوں کا,0,0,0,1,1,0
جی بالکل مجھے آپ سے اس وقت ہوئی بات ابھی بھی یاد ہے جس میں آپ فنڈنگ کا ذکر رہے تھے حیرت ہوتی ہے ک,0,0,0,0,1,0
خدا سے دیکھو کتنا ڈر رہا ہوں تجوری جیب دونوں بھر رہا ہوں پڑوسی بھوکا ہے تیسرا دن ہے میں چوتھی بار عمرہ کر رہا ہوں ح,1,1,0,0,0,0
جن کو دعاؤں میں مانگا ہو ان سے نفرت بھی نا ممکن ہوتی ہے 🖤,0,0,0,1,1,0
دو چیزیں انسان کے لیے بہت اہم ہیں اللہ کا ڈر  اور اللہ کا در 💝,0,0,1,0,0,1
غصّہ کیوں یار,0,0,0,0,1,0
تیرا ملنا خوشی کی بات سہی لیکن تجھ سے مل کر اداس رہتا ہوں بزمشاعری,0,0,0,1,0,0
یہاں انسانوں سے حیوانوں کو بھى ڈر لگتا ہے😓,0,0,0,1,0,0
اک اداسی چھائی ہوئی تھیرونق ہی نہیں تھی ٹویٹ پڑھی بہار آ گئی 😜😂😂,0,0,0,0,1,1
آج سیالکوٹ میں کرونا وائرس کے پازیٹو کیس آنے کے بعد تعداد ہو گئی آج لہائی بازار کا نظارہ انتظامیہ کی کاردکر,0,1,0,1,0,0
عورت کبھی کسی کا ادھار نہیں رکھتی محبت عزت اور خوشی کو دگنا کرکے واپس کرتی ہے جہاں تک ایزی لوڈ کی بات ہے تو مورخ اس بات پر خاموش ہیں🤪🤣😂,0,0,0,0,0,1
سوچکاسفر تمہارے بعد ہمیں وسوسوں نے گھیر لیا کسی نے ہنس کے پکارا تو ڈر گئے افکار,0,0,1,1,0,0
ڈاکٹرز کے لئے  ماسک آئے تھے وہ تو ان کرپٹ حکمرانوں نے پہنے ہوئے ہیں جو بچ گئے وہ ماسک بیوروکریٹ اور جج لے اڑے ان,0,1,0,0,1,0
کسی پر غصہ ہیں,0,0,0,0,1,0
مِـیری فِطرت میں رِعایت کی نہـیں گُنجـائِـش مِـیری نَـفرت کا تـقاضَہ ہے کہ تُو مَر جَائے 😬😬😬,1,0,0,1,0,0
کسی نے شاعر مشرق سے پوچھا عقل کی انتہا کیا ہے جواب ملا حیرت پھر پوچھا گیاحیرت کی انتہا جواب ملاعشق,0,0,0,0,1,0
سندھی نوجوان وقت حالات کہ مطابق اپنی جائز حقوق کی جنگ ہر فورم پر لڑ رہا ہے اور باش,0,0,0,1,0,0
سب اک نمبر دو مجھے 😂🙈 😬 سڑیل 😤 کھڑوس 😒 نخرے والی 😉شرارتی  دکھی آتما 😙خوبصورت ضدی 😊ہنسنے والی 😀,0,0,0,0,0,1
دل کو تیری چاہت پہ بھروسہ بھی بہت تھا اور تُجھ سے بِچھڑ جانے کا ڈر بھی نہیں جاتا,0,0,1,0,0,0
مجھے ڈر لگتا ہے اپنا تھوڑا وقت اچھا گزارنے کے لیے کسی کے جذبات کے ساتھ کھیلنے سے ہاں مجھے ڈر لگتا ہے کسی کو دھوکہ دینے سے,0,0,0,1,0,0
دو تصوریریں ایک سوال مشہور جرمن باکسر ہیلم اوٹ نے لاک ڈاؤن کے دوران اسلام قبول کرلیا علامہ قاری خلیل الرحم,0,0,0,0,0,1
غازی ارتغل اتنا بہادر ہے تو سوچیں 🤔 لاکھ مربع میل فتح کرنے والے ح عمر فاروق رضی اللہ اور فتح خیبر ح علی رضی ال,0,0,0,0,1,1
محترم جناب آپ تو کہتے تھے میں ختم نبوت کا پہرےدار ہوں وفات نے نے قادیانیوں کے بارے میں جو فیصلے کیے ہی,0,0,0,1,1,0
روہ کی اداسی نھیں جاتی میں ھس ھس کے تھک گیا ھوں,0,0,0,1,0,0
انڈیا میں اب کرونا وائرس کا علاج آلو سے ہونے لگا   اور پاکستان میں اس سے اداسی کا علاج ہونے لگ,0,0,0,0,1,1
برتری اور کمتری کے دونوں احساسات انسان کو معاشرے سے الگ تھلگ کردیتے ہیںہم جب تک انسانیت کی راہ پر نہیں چلیں گےجب,0,0,0,1,0,0
ماں موت سے نہیں ڈرتـی صاحب اسے مرتـے وقت یہ ڈر ہوتا ھے کہ دنیا میں اس کـے بچوں کو اسکـے جتنا پیار کوئی نہیں کرے,0,0,1,1,0,0
اچھے آدمی ہیں مگر مولوی پرست اور تاریخ بھی پتا نہیں کون سی اور کہاں سے پڑھ رکھی ہے فرقہ واریت کے دلدا,1,1,0,0,0,0
یہ سالے سارا دن جھوٹ بولتے ہیں تو انکو غصہ تو لگے گا یہی منافقت کی نشانی ہے,1,1,0,0,0,0
میںمریضآں کونسا کیمرہ مین ساتھ رکھا ھوا تھا اداسی کے شاٹس کیلئے 🤔 ,0,0,0,0,1,1
روح کی اداسی نہیں جاتی 😒,0,0,0,1,1,0
ہاں ڈر تو ہے عمران خان کا تبھی مریم نواز پردے میں شہباز شریف کے گردے ہسپتال میں نواز شریف کی پلیٹ ل,0,0,1,0,1,0
اَشکِ ناداں سے کہو بعد میں پچھتائیں گے آپ گِر کر میری آنکھوں سے کدھر جائیں گے😇 اپنے لفظوں کو تَکلُم سے گِرا,0,0,0,1,0,0
مجھے اس ملک کے چیف جسٹس پر سب سے بڑا غصہ ہے انہوں نے اپنی ذمہ داری بالکل پوری نہیں کی اگر مزید کر,1,0,0,0,0,0
جب سے حمزہ عباسی نے اپنا راستہ بدلا مجھے ڈر تھا کہ کب کسی مذہب یا فرقے کے حوالے سے اس سے غلطی ہوتی ہے اور لوگ اسے ہ,0,0,1,0,0,0
میں تیرے بعد کوئی تیرے جیسا ڈھونڈتا ہوں جو بے وفائی کرے اور بے وفا نہ لگے میں اس لیے بھی اداسی میں ہنسنے لگتا ہوں,0,0,0,1,0,0
آمین خوش ہونا چاہئے دوسروں کی خوشی میں اور یہی اللہ کا حکم اللہ کی عطا,0,0,0,0,0,1
کھڑکی چاند کتاب اور میں مدت سے ایک باب اور میں شب بھر کھیلیں آپس میں دو آنکھیں ایک خواب اور میں موج اور کشتی,0,0,0,1,0,0
مولا علی کی الفت کا تاج رکھتے ہیں ہر مرض کا علاج رکھتے ہیں ہم سننیوں کو کیا ڈر یزیدیت سے بھلا ہم حسینی ہیں اور حسین,0,0,1,0,0,0
میں تو نہیں مگر صاف ڈر سنانے والا ف,0,0,1,0,0,0
مجھ کو مـیری مـاں نے تعـلیم دی 💞 🙏 خوف دنیا کا مت کرو یاعـلـیؑ کہـنے کے بعد🙏,0,0,0,0,0,1
آنکھ جو کچھ دیکھتی ہے لب پہ آ سکتا نہیں محو حیرت ہوں کہ دنیا کیا سے کیا ہو جائے گی شب گریزاں ہو گی آخر جلوہ خورشید,0,0,0,0,1,0
اور کوئی مرد کبھی بھی کسی عورت کو خوشی سے طلاق نہیں دیتا عورتیں گھر بسائیں تو سہی تا کہ کوئی طلاق ہی نہ ہو,0,0,0,1,0,0
پردیس میں اُداسی مجھے کر رہی ہے خرچ اے مائے دیکھ رائیگاں ہی جا رہا ہوں میں,0,0,0,1,0,0
مجھے ڈر ہے اگر پاکستانی عالم دین اسی طرح سے عمران خان کی تعریف کرتے رہے 👇 پٹواری اسلام کو چھوڑ کر ہندو نہ بن جائیں,0,0,1,0,0,1
آپ نماز بھی پڑھتے ہے کیا بڑی حیرت ہوئ سن کر,0,0,0,0,1,0
️کچھ لوگ آپ کی ترقی میں تعاون کرنے سے نفرت اور پرہیز کرتے ہیں کیونکہ کہ وہ ڈرتے ہیں کہ آپ ان سے آگے ہو جائیں گے اور ان کو ختم کر دیں گے,0,0,0,1,0,0
کبھی کبھی سوچتا ہوں یہ جو لوگ ہماری ہنسی چھین کر کسی اور سےقہقہے لگارہے ہوتےھیں انکےمن میں بوجھ نہیں ہوتاانکے من,0,0,0,1,1,0
ایسا نہیں ہوسکتا اگر انہین ایک سبجیکٹ ہی چاہئے ان کے پاس بے شمار باغی موجود ہین جو وہان کی جیلوں میں,1,0,0,0,1,0
جو موت سے نا ڈرتا تھا وہ بچوں سے ڈر گیا ایک رات جب وہ خالی ہاتھ گھر گیا    😢,0,0,1,1,0,0
یہ جو غُربت میں اُداسی کا سَبب ہے مَت پُوچھ مُجھ سے چھوٹا بھی مُجھے چار سُنا لیتا ہے ادبکاسفر,0,0,0,1,0,0
ایک مدت کے بعد حیرت ہے یاد میں اُسکو بے حساب آیا || 🙈,0,0,0,0,1,1
کوکین کی جے ہو 😹 خان سانپ کے ٹیسٹ کے رپورٹ انے کے بعد تمام نشائیوں میی خوشی کی لہر دوڑ گئی 😹,0,0,0,0,0,1
اگر میں نے دیکھا کہ اندر کیا ہے وہ حیرت زدہ تھے کیا آپ جانتے ہیں کہ اس کے دل میں کتنے پھول گزر چکے ہیں اور آپ,0,0,0,0,1,0
حیرت اپ کےدماغ کےاتنےگہرےعمیق سوچ پرہےدرزی ایک مہینےسےگھربیٹھےاونگ رہےہیں اوراپ کیہ,0,0,0,1,1,0
یوں تو مہاجر قوم سے پاکستان کی ہر قوم نفرت کرتی ہے اور ان کو روز اوّل سے ملک دشمن گردانتی ہے آپ کے ذاتی تجربے میں ک,1,0,0,1,1,0
اس صداۓ بازگشت کی گھن گرج ہمارے انصاف پسند ہر غیر مسلم بھائیوں کے کان میں گونجنی چاہیے تاکہ وہ عقل کے ناخن لیں اور,0,0,0,0,1,0
نہایت نالائق ہوں مگر حیرت ہے وہ حفظ ہے مجھ کو,0,0,0,0,1,0
اے شگوفوں میں رنگ بھرتے شخص اس اداسی کا حل تو تُو بھی نہیں ادبکاسفر محفلسخن ذبابةجاسمبنثاني,0,0,0,1,0,0
رُوس نے شہریوں کو گھر میں رکھنے کے لیے شیر سڑکوں پر چھوڑ دیے ہمارا مُلک غریب ہے لیکن وزیراعظم بہت سمجھدار ہے اس,1,1,0,0,0,0
لو بھائی لبرل لوگوں ہر کام کو تنقید کرنے والوں بتاؤ ایک بات ذرا  کارٹون میں انے والے دنوں کی پیش گوئی کی جات,0,0,0,0,1,1
کامیاب لوگ اپنے فیصلوں سے دنیا کو بدل دیتے ہیں اورکمزور لوگ دنیا کے ڈر سے اپنے فیصلے ہی بدل لیتے ہیں بلوچ,0,0,0,0,0,0
جو بھی میزبان پوچھے کہ جوس یا پیپسی کبھی نہیں کچھ پیا چاھے سامنے بھی لا کر رکھ دے حتی کہ کھانے کا بھی پوچھ ل,0,0,0,0,1,0
مجھے تو دیکھنے والہپے حیرت ہو رہی,0,0,0,0,1,0
شکر ہے کہ اب بھی ھمارے اندر بھت سی ایمان ہے کیوں کہ ھمارے انبیاء کرام بھی رمضان المبارک کی انتظار کرکے خوشی مناتے,0,0,0,0,0,1
موسم خان صوبہ پنجاب کے ضلع حافظ آباد کے ھسپتال سے فرار ھوا تھا 😂 دو دفعہ متاثرہ شخص کے ٹیسٹ نیگیٹو آئے ہیں کرونا س,0,0,0,1,0,0
منزلیں تو بہادروں کا استقبال کرتی ہیں بزدلوں کا تو موت کا ہی ڈر رہتا ہے یومشہادتٹیپوسلطان سیدہخدیجةالکبریٰ,0,0,0,1,0,1
سادگی اور معصومیت کے ساتھ کبھی غصہ کبھی ضد کبھی نخرے کبھی پیار,0,0,0,0,0,1
اور ایک یہ دکھ بھی ہم کو اندر سے کھا رہا ہے کہ ہم نہ ہوں گے پر اداسی کھڑی رہے گی ہمارے مرنے پر کوئی جی بھر کر کھا,0,0,0,0,1,1
کرونا کیخلاف انتہائی موثر ثابت ہونے والی ویکسین سامنے آ گئی پاکستان میں یہ ویکسین بچوں کی پیدائش پر انہیں لگائی جا,0,0,0,0,0,1
جماعت احمدیہ کی مخالفت پاکستان میں میڈیا پر بیٹھ کر یکطرفہ جھوٹے الزامات اور دلیلیں پیش کر تے مولوی حضرات سے سوال ہ,1,1,0,0,0,0
محبت کی فیلینگز بھی کیا ھیں یار کبھی کبھی ایسے لوگوں کہ لئے بھی پیدا ھو جاتی ھیں جو نفرت کے قابل بھی نہیں ھوتے,0,0,0,1,1,0
ایسی تاریخ پڑھنے کے بعد بندہ حیرت سے فوت نہ ہو جائے 😊,0,1,0,0,1,0
حامد میر غصہ میں تھا فیصل ای بولی جاندا 😂🤣,0,0,0,0,0,1
ملتوی ہیں کیس  کے ڈر سے الٰہی یہ وبا پانچ سات سال تو برسے 😇🙌,0,0,1,1,0,0
سب سو گئے خوشی خوشی اپنے حال دل سنا کر اے خدا کیا میرا کوئی نہیں جو مجهے پوچهے کہ تم کیوں جاگ رہے ہو💖💓💓,0,0,0,1,0,0
ڈر تھا یا علم کم پڑگیا,0,0,0,1,1,0
حیرت ہوئی جادو ٹونا ممکن ہے کون ہے جو حکم خداوندی کو ہونے سے روک سکے آج کے وقت میں بھی انسان کو یہی سمجھ,1,0,0,0,1,0
کمال کرتے ہیں ہم سے نفرت کرنے والے بھی محفل خود رکھتے ہیں اور ذکر ہمارا کرتے ہیں,0,0,0,1,1,0
وہی ہوا جسکا ڈر تھا اب اگلے پانچ سال یہی رونا روئے گا یہ او بھائی کرونا سے پہلے کونسا یہاں دودھ اور شہد کی نہر,0,0,1,1,1,0
عالم دین نے آج جو بھی کہاسچ کہا آپ بلا وجہ بحث و تنقید کر رہی ہیں یا کسی اور بات کا غ,0,0,0,0,1,0
نہ پوچھ حال اس انداز عتاب کے ساتھ لبوں پہ جان بھی آجائے گی جواب کے ساتھ مجھے بھی تاکہ تمنّا سے ہو نہ مایوسی ملو رق,0,0,0,1,1,0
نواز شریف سوائے اللہ تعالیٰ کی ذات کے کسی سے نہیں ڈرتا بلکل سچی بات ہے اگر میاں نواز شریف کسی اور سے ڈر جاتے تو نہ,0,0,1,0,0,1
تو نہیں پہنائیں گے کو اتنا بے حیا مرد نہیں ہوگا جو اپنی خوشی سے بیٹی کو کہے کہ ایسا لباس پہنو لڑکی کے اسرار کر,0,0,0,1,0,0
مینوں تے پہلے ای بڑا ڈر لگتا تُم اور 😐😝,0,0,1,0,0,0
یہ جو تم کہتے ہیں سخت نفرت ہے ان سے,0,1,0,0,0,0
اور جب ان میں کسی کو بیٹی ہونے کی خوشخبری دی جاتی ہے تو دن بھر اس کا منھ ف کالا رہتا ہے اور وہ غصّہ کھاتا ہے,0,0,0,1,0,0
شروع میں ایک خوشی سی محسوس ہوتی ھے اور کچھ لوگ نظر آتے تھے جنہیں تلاش کیا کرتا تھا اور پھر ایک ایک تارہ,0,0,0,0,0,1
ہمیں کاروباربندکرکےکوئی خوشی نہیں مل رہی سعیدغنی شہریوں کی زندگی محفوظ بنانےکےلیےفیصلےکرنےپڑے سعیدغنی,0,0,0,0,0,0
خدا کا خوف کھاؤ یہ جوٹی راوایت نہ پھیلاؤ ہماری بیوی کسی غیر کے ساتھ اپنی اذدواجی ذندگی شعر نہی کرسکتی وہ تو کائنات,0,0,1,1,0,0
حیرت ہے پروموشن گروپ چلا رہے ایسے لوگ,0,0,0,0,1,0
موجود تھی اُداسی ابھی پچھلی رات کی بہلا تھا دل ذرا سا کہ پھر رات ہوگئی 😢,0,0,0,1,0,0
سیہون ٹول پلازہ کے باورچی کا وزیرآعظم عمران خان کے احساس پروگرام میں ہزار ملنے پر خوشی کا اظہاراس کے چہرے پر م,0,0,0,0,0,1
سب سو گئے خوشی خوشی اپنے حال دل سنا کر اے خدا کیا میرا کوئی نہیں جو مجهے پوچهے کہ تم کیوں جاگ رہے ہو,0,0,0,1,0,0
حیرت ہےجب سال پی ٹی آئی کے لوگ میاں نواز شریف اور مسلم لیگ ن کے قائدین کےخلاف میڈیا پر بیٹھ کر طرح طرح کے الفاظ ا,0,1,0,0,1,0
حیران ہوں مولانا نے کہا کہ کڑور میں بہت لوگ بے حیا اور بیت جھوٹے بھی ہیں تو آپ کیوں غصہ کر رہےاس میں جھوٹ کیا ہے,0,0,0,0,1,0
ستمبر کا دن تمام مسلمانوں کے لیے خوشی کا دن ہے کہ اس دن منکرین ختم نبوت کو پاکستان کی قومی اسمبلی نے باالاتفاق غی,0,0,0,0,0,1
میں یہ نہیں کہتا کہ میرا سر نہ ملے گا لیکن میری آنکھوں میں تجھے ڈر نہ ملے گا شیر کی ایک دن کی زندگی گیڈر کی س,0,0,0,0,0,1
حیرت ہے کہ سندھ کے کاروباری شخصیات گل صاب کو بتارہے ہیںکہ سندھ ہے وزیرِ اعلیٰ کے مامے لگتے ہیں,0,1,0,0,1,0
جسے پایا نہیں تم نے اسے کھونے کا ڈر کیسا,0,0,0,1,0,0
میری زندگی کو ایک تماشا بنا دیا اُس نے بھری محفل میں تنہا بٹھادیا اس نے ایسی کیا تھی نفرت میرے معصوم دل سے خ,0,0,0,1,1,0
پرندے ڈر کے اڑ جائے تو پھر لوٹا نہیں کرتے,0,0,0,1,0,0
باہر وبا کا ڈر ہے اندر بلا کی بھوک مزدوروں کو یوم مزدور مبارک,0,0,0,1,0,0
نصیب لکھنے والا جب اللہ ہے پھر لوگوں اور دنیا کا ڈر کیسا 😇 نمودعشق رمضانكريم,0,0,0,0,0,1
یہ لاہور کا اچھرہ بازار ہے ایسی قوم کو کورونا وائرس سے کیا ڈر,0,0,0,0,1,0
جو موت سے نہ ڈرتا تھا بچوں سے ڈر گیا ایک رات خالی ھاتھجب مزدور گھر گیا,0,0,1,1,0,0
قومی یکجہتی اس وقت کرونا سے زیادہ اہمیت اختیار کر گئی ھے دشمن,0,0,0,0,0,0
خدا کا خوف کریں جھوٹ تو نہ بولیں ان میں اکثریت ایسے ہسپتالوں کی ہے جو نواز شریف کے پیدا ہونے سے پہلے ب,0,0,1,0,0,0
کمینٹ پڑھ کے لگ خوشی ہوئی کہ لوگ ابھی بھی بھائیوں سے کتنا پیار کرتے ہیں,0,0,0,0,0,1
کل پہلا روزہ ہے دوران روزہ گالیوں اور لعنتوں سے پرہیز کریں اگر آپکو کسی پر بہت زیادہ غصہ آ رہا ہے اور اسے گالی ی,0,0,0,0,0,0
